,Inverse Document Frequency
lusthusen,-0.15415067982725836
lustig,-0.15415067982725836
lustiga,-0.15415067982725836
lustigare,-0.15415067982725836
lustigast,-0.15415067982725836
lustigaste,-0.15415067982725836
lustighet,-0.15415067982725836
lustigheten,-0.15415067982725836
lustigheter,-0.15415067982725836
lustighets,-0.15415067982725836
lustigkurre,-0.15415067982725836
lustigt,-0.15415067982725836
lustpartier,-0.15415067982725836
lustresa,-0.15415067982725836
lustresan,-0.15415067982725836
lustslott,-0.15415067982725836
lustspelen,-0.15415067982725836
lusttur,-0.15415067982725836
lustvandra,-0.15415067982725836
lustvandrade,-0.15415067982725836
luta,-0.15415067982725836
lutad,-0.15415067982725836
lutade,-0.15415067982725836
lutan,-0.15415067982725836
lutande,-0.15415067982725836
lutar,-0.15415067982725836
lutat,-0.15415067982725836
luteranen,-0.15415067982725836
lutfisk,-0.15415067982725836
luther,-0.15415067982725836
lutheran,-0.15415067982725836
luthers,-0.15415067982725836
lutherska,-0.15415067982725836
luva,-0.15415067982725836
luvan,-0.15415067982725836
luven,-0.15415067982725836
lv,-0.15415067982725836
lya,-0.15415067982725836
lyan,-0.15415067982725836
lybeck,-0.15415067982725836
lybsk,-0.15415067982725836
lycka,-0.15415067982725836
lyckad,-0.15415067982725836
lyckade,-0.15415067982725836
lyckades,-0.15415067982725836
lyckagårdsfolket,-0.15415067982725836
lyckams,-0.15415067982725836
lyckan,-0.15415067982725836
lyckans,-0.15415067982725836
lyckas,-0.15415067982725836
lyckat,-0.15415067982725836
lyckats,-0.15415067982725836
lycklig,-0.15415067982725836
lyckliga,-0.15415067982725836
lyckligare,-0.15415067982725836
lyckligaste,-0.15415067982725836
lycklige,-0.15415067982725836
lyckligen,-0.15415067982725836
lyckliggjorde,-0.15415067982725836
lyckliggjordes,-0.15415067982725836
lyckliggöra,-0.15415067982725836
lyckligt,-0.15415067982725836
lyckligtvis,-0.15415067982725836
lyckobringande,-0.15415067982725836
lyckobringerska,-0.15415067982725836
lyckobådande,-0.15415067982725836
lyckodagarna,-0.15415067982725836
lyckodröm,-0.15415067982725836
lyckogiverska,-0.15415067982725836
lyckosam,-0.15415067982725836
lyckoströmmen,-0.15415067982725836
lycksalig,-0.15415067982725836
lycksaliga,-0.15415067982725836
lycksalighet,-0.15415067982725836
lycksaligheten,-0.15415067982725836
lycksalighetsfeber,-0.15415067982725836
lycksam,-0.15415067982725836
lycksökerska,-0.15415067982725836
lycktes,-0.15415067982725836
lyckåker,-0.15415067982725836
lyckönska,-0.15415067982725836
lyckönskade,-0.15415067982725836
lyckönskan,-0.15415067982725836
lyckönskar,-0.15415067982725836
lycligen,-0.15415067982725836
lyda,-0.15415067982725836
lydande,-0.15415067982725836
lydas,-0.15415067982725836
lydd,-0.15415067982725836
lydde,-0.15415067982725836
lyddes,-0.15415067982725836
lyder,-0.15415067982725836
lydes,-0.15415067982725836
lydig,-0.15415067982725836
lydiga,-0.15415067982725836
lydigt,-0.15415067982725836
lydnad,-0.15415067982725836
lydno,-0.15415067982725836
lyft,-0.15415067982725836
lyfta,-0.15415067982725836
lyftad,-0.15415067982725836
lyftade,-0.15415067982725836
lyftas,-0.15415067982725836
lyftat,-0.15415067982725836
lyfte,-0.15415067982725836
lyften,-0.15415067982725836
lyfter,-0.15415067982725836
lyftes,-0.15415067982725836
lyftning,-0.15415067982725836
lykta,-0.15415067982725836
lyktan,-0.15415067982725836
lyktor,-0.15415067982725836
lyktorna,-0.15415067982725836
lymmel,-0.15415067982725836
lynne,-0.15415067982725836
lynnet,-0.15415067982725836
lyorna,-0.15415067982725836
lyror,-0.15415067982725836
lysa,-0.15415067982725836
lysande,-0.15415067982725836
lyselius,-0.15415067982725836
lyser,-0.15415067982725836
lysning,-0.15415067982725836
lysningar,-0.15415067982725836
lysningen,-0.15415067982725836
lysningsdagen,-0.15415067982725836
lysningsdagens,-0.15415067982725836
lyssna,-0.15415067982725836
lyssnade,-0.15415067982725836
lyssnande,-0.15415067982725836
lyssnar,-0.15415067982725836
lyssnaren,-0.15415067982725836
lyssnarn,-0.15415067982725836
lyssnat,-0.15415067982725836
lyssnen,-0.15415067982725836
lyst,-0.15415067982725836
lysta,-0.15415067982725836
lyste,-0.15415067982725836
lysten,-0.15415067982725836
lystes,-0.15415067982725836
lystmäte,-0.15415067982725836
lystnad,-0.15415067982725836
lystra,-0.15415067982725836
lyten,-0.15415067982725836
lytt,-0.15415067982725836
lyx,-0.15415067982725836
lä,-0.15415067982725836
läckerheter,-0.15415067982725836
läckerheterna,-0.15415067982725836
läckert,-0.15415067982725836
läckra,-0.15415067982725836
läckraste,-0.15415067982725836
läder,-0.15415067982725836
läderbuntar,-0.15415067982725836
lädergardinerna,-0.15415067982725836
läderhårda,-0.15415067982725836
läderkappsäckar,-0.15415067982725836
läderkaskett,-0.15415067982725836
läderkasketten,-0.15415067982725836
läderkuppsäckar,-0.15415067982725836
läderlapp,-0.15415067982725836
läderlappar,-0.15415067982725836
läderlapparna,-0.15415067982725836
läderlappsbo,-0.15415067982725836
läderlappsvingar,-0.15415067982725836
läderlocken,-0.15415067982725836
läderpung,-0.15415067982725836
läderpungen,-0.15415067982725836
läderpåsar,-0.15415067982725836
läderremmar,-0.15415067982725836
läderskon,-0.15415067982725836
läderskärp,-0.15415067982725836
läderslida,-0.15415067982725836
läderslidan,-0.15415067982725836
lädersäck,-0.15415067982725836
lädersäcken,-0.15415067982725836
lädret,-0.15415067982725836
läge,-0.15415067982725836
lägenhet,-0.15415067982725836
läger,-0.15415067982725836
lägerplats,-0.15415067982725836
lägerplatser,-0.15415067982725836
läget,-0.15415067982725836
lägg,-0.15415067982725836
lägga,-0.15415067982725836
läggande,-0.15415067982725836
läggas,-0.15415067982725836
lägger,-0.15415067982725836
lägges,-0.15415067982725836
läggler,-0.15415067982725836
läggning,-0.15415067982725836
läggs,-0.15415067982725836
lägligt,-0.15415067982725836
lägre,-0.15415067982725836
lägsta,-0.15415067982725836
läkare,-0.15415067982725836
läkareföreskrifterna,-0.15415067982725836
läkaren,-0.15415067982725836
läkarens,-0.15415067982725836
läkemedel,-0.15415067982725836
läkemedlet,-0.15415067982725836
läkes,-0.15415067982725836
läktare,-0.15415067982725836
läktaren,-0.15415067982725836
läktarkransen,-0.15415067982725836
läktarn,-0.15415067982725836
läktartrappan,-0.15415067982725836
läktes,-0.15415067982725836
lämlar,-0.15415067982725836
lämlarna,-0.15415067982725836
lämmel,-0.15415067982725836
lämna,-0.15415067982725836
lämnad,-0.15415067982725836
lämnade,-0.15415067982725836
lämnades,-0.15415067982725836
lämnande,-0.15415067982725836
lämnar,-0.15415067982725836
lämnas,-0.15415067982725836
lämnat,-0.15415067982725836
lämnats,-0.15415067982725836
lämnna,-0.15415067982725836
lämp,-0.15415067982725836
lämpade,-0.15415067982725836
lämplig,-0.15415067982725836
lämpligare,-0.15415067982725836
lämpligt,-0.15415067982725836
län,-0.15415067982725836
lända,-0.15415067982725836
lände,-0.15415067982725836
länden,-0.15415067982725836
länder,-0.15415067982725836
länderna,-0.15415067982725836
länders,-0.15415067982725836
länga,-0.15415067982725836
längd,-0.15415067982725836
längden,-0.15415067982725836
länge,-0.15415067982725836
länger,-0.15415067982725836
längesedan,-0.15415067982725836
längesen,-0.15415067982725836
längesenna,-0.15415067982725836
längor,-0.15415067982725836
längre,-0.15415067982725836
längs,-0.15415067982725836
längsefter,-0.15415067982725836
längsmed,-0.15415067982725836
längst,-0.15415067982725836
längsta,-0.15415067982725836
längt,-0.15415067982725836
längta,-0.15415067982725836
längtade,-0.15415067982725836
längtan,-0.15415067982725836
längtande,-0.15415067982725836
längtans,-0.15415067982725836
längtansfull,-0.15415067982725836
längtansfullt,-0.15415067982725836
längtar,-0.15415067982725836
längtat,-0.15415067982725836
längtedalarna,-0.15415067982725836
länk,-0.15415067982725836
länka,-0.15415067982725836
länkar,-0.15415067982725836
länken,-0.15415067982725836
länsa,-0.15415067982725836
länsfängelset,-0.15415067982725836
länsherre,-0.15415067982725836
länsman,-0.15415067982725836
länsmannen,-0.15415067982725836
länsmannens,-0.15415067982725836
länsmansboställe,-0.15415067982725836
länsmansgården,-0.15415067982725836
länsmän,-0.15415067982725836
länsstaden,-0.15415067982725836
länstol,-0.15415067982725836
länstolar,-0.15415067982725836
länstolarna,-0.15415067982725836
länstolen,-0.15415067982725836
läpp,-0.15415067982725836
läppar,-0.15415067982725836
läpparna,-0.15415067982725836
läppen,-0.15415067982725836
lär,-0.15415067982725836
lära,-0.15415067982725836
läraktig,-0.15415067982725836
läran,-0.15415067982725836
lärare,-0.15415067982725836
läraren,-0.15415067982725836
lärares,-0.15415067982725836
lärarfamiljer,-0.15415067982725836
lärarinnan,-0.15415067982725836
lärarinneseminariet,-0.15415067982725836
lärarinnor,-0.15415067982725836
lärarinnorna,-0.15415067982725836
läras,-0.15415067982725836
lärd,-0.15415067982725836
lärda,-0.15415067982725836
lärdare,-0.15415067982725836
lärdaste,-0.15415067982725836
lärde,-0.15415067982725836
lärdom,-0.15415067982725836
lärdomar,-0.15415067982725836
lärdomen,-0.15415067982725836
lärdomsgrad,-0.15415067982725836
lärdomsskola,-0.15415067982725836
lärft,-0.15415067982725836
lärftet,-0.15415067982725836
lärftsöverdrag,-0.15415067982725836
lärjungar,-0.15415067982725836
lärjungarna,-0.15415067982725836
lärka,-0.15415067982725836
lärkan,-0.15415067982725836
lärkor,-0.15415067982725836
lärkorna,-0.15415067982725836
lärksången,-0.15415067982725836
lärling,-0.15415067982725836
lärlingar,-0.15415067982725836
lärlingen,-0.15415067982725836
lärlingens,-0.15415067982725836
lärobok,-0.15415067982725836
läroböcker,-0.15415067982725836
läromästare,-0.15415067982725836
läromästarna,-0.15415067982725836
läror,-0.15415067982725836
lärorik,-0.15415067982725836
lärorikt,-0.15415067982725836
läroverk,-0.15415067982725836
läroverket,-0.15415067982725836
lärt,-0.15415067982725836
läs,-0.15415067982725836
läsa,-0.15415067982725836
läsare,-0.15415067982725836
läsas,-0.15415067982725836
läsbarnen,-0.15415067982725836
läsebok,-0.15415067982725836
läsepliktigas,-0.15415067982725836
läser,-0.15415067982725836
läseröver,-0.15415067982725836
läshuve,-0.15415067982725836
läshuvud,-0.15415067982725836
läska,-0.15415067982725836
läskad,-0.15415067982725836
läskamrater,-0.15415067982725836
läskande,-0.15415067982725836
läskunnig,-0.15415067982725836
läsning,-0.15415067982725836
läsningen,-0.15415067982725836
läst,-0.15415067982725836
lästa,-0.15415067982725836
läste,-0.15415067982725836
lästen,-0.15415067982725836
läster,-0.15415067982725836
lästes,-0.15415067982725836
lästknippor,-0.15415067982725836
lät,-0.15415067982725836
läte,-0.15415067982725836
lätet,-0.15415067982725836
läto,-0.15415067982725836
lätt,-0.15415067982725836
lätta,-0.15415067982725836
lättad,-0.15415067982725836
lättade,-0.15415067982725836
lättades,-0.15415067982725836
lättar,-0.15415067982725836
lättare,-0.15415067982725836
lättast,-0.15415067982725836
lättaste,-0.15415067982725836
lättbrukad,-0.15415067982725836
lättbrukat,-0.15415067982725836
lätteligen,-0.15415067982725836
lättfotade,-0.15415067982725836
lättfärdig,-0.15415067982725836
lättfärdiga,-0.15415067982725836
lättglömd,-0.15415067982725836
lätthet,-0.15415067982725836
lätting,-0.15415067982725836
lättingar,-0.15415067982725836
lättingslivet,-0.15415067982725836
lättja,-0.15415067982725836
lättjefullt,-0.15415067982725836
lättnad,-0.15415067982725836
lättnadens,-0.15415067982725836
lättodlad,-0.15415067982725836
lättodlat,-0.15415067982725836
lättretlig,-0.15415067982725836
lättrogen,-0.15415067982725836
lättrörd,-0.15415067982725836
lättrörda,-0.15415067982725836
lättrörlig,-0.15415067982725836
lättrört,-0.15415067982725836
lättsinne,-0.15415067982725836
lättsinnig,-0.15415067982725836
lättsinniga,-0.15415067982725836
lättskrämt,-0.15415067982725836
lättskött,-0.15415067982725836
lättstött,-0.15415067982725836
läxa,-0.15415067982725836
läxan,-0.15415067982725836
läxans,-0.15415067982725836
läxor,-0.15415067982725836
läxorna,-0.15415067982725836
läxors,-0.15415067982725836
låda,-0.15415067982725836
lådan,-0.15415067982725836
låddes,-0.15415067982725836
lådor,-0.15415067982725836
lådorna,-0.15415067982725836
låg,-0.15415067982725836
låga,-0.15415067982725836
lågade,-0.15415067982725836
lågan,-0.15415067982725836
lågande,-0.15415067982725836
lågar,-0.15415067982725836
lågat,-0.15415067982725836
lågbent,-0.15415067982725836
lågbyggd,-0.15415067982725836
låge,-0.15415067982725836
lågkulliga,-0.15415067982725836
lågland,-0.15415067982725836
lågmält,-0.15415067982725836
lågo,-0.15415067982725836
lågor,-0.15415067982725836
lågorna,-0.15415067982725836
lågornas,-0.15415067982725836
lågstammiga,-0.15415067982725836
lågt,-0.15415067982725836
lågvatten,-0.15415067982725836
lån,-0.15415067982725836
låna,-0.15415067982725836
lånade,-0.15415067982725836
lånar,-0.15415067982725836
lånat,-0.15415067982725836
lång,-0.15415067982725836
långa,-0.15415067982725836
långan,-0.15415067982725836
långbänkarna,-0.15415067982725836
långbänken,-0.15415067982725836
långdans,-0.15415067982725836
långdraget,-0.15415067982725836
långe,-0.15415067982725836
långfjället,-0.15415067982725836
långforsen,-0.15415067982725836
långforsmyren,-0.15415067982725836
långgrunda,-0.15415067982725836
långgrunt,-0.15415067982725836
långhårig,-0.15415067982725836
långhåriga,-0.15415067982725836
långlagt,-0.15415067982725836
långliga,-0.15415067982725836
långläpp,-0.15415067982725836
långläppen,-0.15415067982725836
långmossa,-0.15415067982725836
långnäbb,-0.15415067982725836
långpromenad,-0.15415067982725836
långresa,-0.15415067982725836
långrevar,-0.15415067982725836
långrock,-0.15415067982725836
långrockar,-0.15415067982725836
långsam,-0.15415067982725836
långsamhet,-0.15415067982725836
långsamma,-0.15415067982725836
långsammare,-0.15415067982725836
långsamme,-0.15415067982725836
långsamt,-0.15415067982725836
långsida,-0.15415067982725836
långsidan,-0.15415067982725836
långsint,-0.15415067982725836
långskaftad,-0.15415067982725836
långskaftade,-0.15415067982725836
långskeppet,-0.15415067982725836
långsluttande,-0.15415067982725836
långsläden,-0.15415067982725836
långsmala,-0.15415067982725836
långsträckt,-0.15415067982725836
långsträckta,-0.15415067982725836
långsynta,-0.15415067982725836
långt,-0.15415067982725836
långtifrån,-0.15415067982725836
långtrådiga,-0.15415067982725836
långtur,-0.15415067982725836
långvarig,-0.15415067982725836
långväga,-0.15415067982725836
långväggen,-0.15415067982725836
långörad,-0.15415067982725836
lånta,-0.15415067982725836
lår,-0.15415067982725836
lårar,-0.15415067982725836
låret,-0.15415067982725836
lås,-0.15415067982725836
låsa,-0.15415067982725836
låser,-0.15415067982725836
låset,-0.15415067982725836
låst,-0.15415067982725836
låsta,-0.15415067982725836
låstes,-0.15415067982725836
låsvredet,-0.15415067982725836
låt,-0.15415067982725836
låta,-0.15415067982725836
låtar,-0.15415067982725836
låte,-0.15415067982725836
låten,-0.15415067982725836
låter,-0.15415067982725836
låtit,-0.15415067982725836
låtom,-0.15415067982725836
låtsa,-0.15415067982725836
låtsad,-0.15415067982725836
låtsade,-0.15415067982725836
låtsades,-0.15415067982725836
låtsar,-0.15415067982725836
låtsas,-0.15415067982725836
låtsat,-0.15415067982725836
låtsats,-0.15415067982725836
lååtsa,-0.15415067982725836
löcka,-0.15415067982725836
löddret,-0.15415067982725836
löddrigt,-0.15415067982725836
lödning,-0.15415067982725836
löfte,-0.15415067982725836
löften,-0.15415067982725836
löftesbrytares,-0.15415067982725836
löftet,-0.15415067982725836
löftets,-0.15415067982725836
lögn,-0.15415067982725836
lögnaktig,-0.15415067982725836
lögnaktiga,-0.15415067982725836
lögnare,-0.15415067982725836
lögnen,-0.15415067982725836
lögnens,-0.15415067982725836
lögner,-0.15415067982725836
lögnerna,-0.15415067982725836
löje,-0.15415067982725836
löjen,-0.15415067982725836
löjet,-0.15415067982725836
löjlig,-0.15415067982725836
löjliga,-0.15415067982725836
löjligare,-0.15415067982725836
löjligaste,-0.15415067982725836
löjligt,-0.15415067982725836
löjor,-0.15415067982725836
löjtnamten,-0.15415067982725836
löjtnant,-0.15415067982725836
löjtnanten,-0.15415067982725836
löjtnantens,-0.15415067982725836
löjtnanterna,-0.15415067982725836
löjtnants,-0.15415067982725836
lök,-0.15415067982725836
lömsk,-0.15415067982725836
lömskt,-0.15415067982725836
lön,-0.15415067982725836
löna,-0.15415067982725836
lönad,-0.15415067982725836
lönade,-0.15415067982725836
lönar,-0.15415067982725836
lönas,-0.15415067982725836
lönen,-0.15415067982725836
lönens,-0.15415067982725836
löner,-0.15415067982725836
lönlöst,-0.15415067982725836
lönn,-0.15415067982725836
lönnar,-0.15415067982725836
lönnarna,-0.15415067982725836
lönnarnas,-0.15415067982725836
lönndom,-0.15415067982725836
lönnen,-0.15415067982725836
lönngångarna,-0.15415067982725836
lönnlåda,-0.15415067982725836
lönnlådan,-0.15415067982725836
lönt,-0.15415067982725836
löpa,-0.15415067982725836
löpande,-0.15415067982725836
löpare,-0.15415067982725836
löper,-0.15415067982725836
löpknut,-0.15415067982725836
löpningar,-0.15415067982725836
löpte,-0.15415067982725836
lördag,-0.15415067982725836
lördagen,-0.15415067982725836
lördagskväll,-0.15415067982725836
lördagskvällarna,-0.15415067982725836
lördagskvällen,-0.15415067982725836
lördagsmorgonen,-0.15415067982725836
lös,-0.15415067982725836
lösa,-0.15415067982725836
lösaktighet,-0.15415067982725836
lösgiven,-0.15415067982725836
lösgjort,-0.15415067982725836
lösgöra,-0.15415067982725836
löslockarna,-0.15415067982725836
lösning,-0.15415067982725836
lösryckt,-0.15415067982725836
lösryckta,-0.15415067982725836
lösslitande,-0.15415067982725836
lössläppt,-0.15415067982725836
löst,-0.15415067982725836
löste,-0.15415067982725836
lösöre,-0.15415067982725836
lötafors,-0.15415067982725836
lötnant,-0.15415067982725836
löv,-0.15415067982725836
löva,-0.15415067982725836
lövat,-0.15415067982725836
lövberg,-0.15415067982725836
lövbergs,-0.15415067982725836
lövbergska,-0.15415067982725836
lövbädden,-0.15415067982725836
lövdala,-0.15415067982725836
lövdungar,-0.15415067982725836
löven,-0.15415067982725836
lövenborg,-0.15415067982725836
lövens,-0.15415067982725836
lövet,-0.15415067982725836
lövgångar,-0.15415067982725836
lövhagen,-0.15415067982725836
lövholmar,-0.15415067982725836
lövholmarna,-0.15415067982725836
lövhög,-0.15415067982725836
lövklädda,-0.15415067982725836
lövknippena,-0.15415067982725836
lövkojor,-0.15415067982725836
lövmassor,-0.15415067982725836
lövsjö,-0.15415067982725836
lövsjösocknarna,-0.15415067982725836
lövskog,-0.15415067982725836
lövskogen,-0.15415067982725836
lövsprickning,-0.15415067982725836
lövstafors,-0.15415067982725836
lövträd,-0.15415067982725836
lövträden,-0.15415067982725836
lövträdsmuren,-0.15415067982725836
lövträdsparken,-0.15415067982725836
lövtäckt,-0.15415067982725836
lövtält,-0.15415067982725836
lövvalv,-0.15415067982725836
lövverk,-0.15415067982725836
lövverket,-0.15415067982725836
lövvik,-0.15415067982725836
lövviks,-0.15415067982725836
lövängar,-0.15415067982725836
lövängarna,-0.15415067982725836
lövängen,-0.15415067982725836
löwenborg,-0.15415067982725836
löwenborgs,-0.15415067982725836
ma,-0.15415067982725836
machmud,-0.15415067982725836
machmuds,-0.15415067982725836
madam,-0.15415067982725836
madame,-0.15415067982725836
mader,-0.15415067982725836
maderna,-0.15415067982725836
madonnaanlete,-0.15415067982725836
madonnalik,-0.15415067982725836
madonnan,-0.15415067982725836
madonnans,-0.15415067982725836
madrass,-0.15415067982725836
magasin,-0.15415067982725836
magasiner,-0.15415067982725836
magasinet,-0.15415067982725836
magen,-0.15415067982725836
mager,-0.15415067982725836
magert,-0.15415067982725836
maggebysäter,-0.15415067982725836
magiska,-0.15415067982725836
magister,-0.15415067982725836
magistergrad,-0.15415067982725836
magistern,-0.15415067982725836
maglestenen,-0.15415067982725836
magnus,-0.15415067982725836
magra,-0.15415067982725836
magrade,-0.15415067982725836
magrare,-0.15415067982725836
mahogny,-0.15415067982725836
mahognysoffa,-0.15415067982725836
maj,-0.15415067982725836
maja,-0.15415067982725836
majas,-0.15415067982725836
majbaggens,-0.15415067982725836
majestät,-0.15415067982725836
majestätet,-0.15415067982725836
majestätisk,-0.15415067982725836
majestätiska,-0.15415067982725836
majestätiskt,-0.15415067982725836
majestäts,-0.15415067982725836
majmorgon,-0.15415067982725836
major,-0.15415067982725836
majoren,-0.15415067982725836
majorens,-0.15415067982725836
majorska,-0.15415067982725836
majorskan,-0.15415067982725836
majorskans,-0.15415067982725836
majros,-0.15415067982725836
majs,-0.15415067982725836
majsen,-0.15415067982725836
majstänger,-0.15415067982725836
majstången,-0.15415067982725836
mak,-0.15415067982725836
maka,-0.15415067982725836
makade,-0.15415067982725836
makalös,-0.15415067982725836
makarna,-0.15415067982725836
makas,-0.15415067982725836
make,-0.15415067982725836
maken,-0.15415067982725836
maklig,-0.15415067982725836
makligt,-0.15415067982725836
makrill,-0.15415067982725836
makt,-0.15415067982725836
makten,-0.15415067982725836
maktens,-0.15415067982725836
makter,-0.15415067982725836
makterna,-0.15415067982725836
makternas,-0.15415067982725836
makters,-0.15415067982725836
maktlös,-0.15415067982725836
maktlösa,-0.15415067982725836
maktlösaste,-0.15415067982725836
maktlöshet,-0.15415067982725836
maktombytet,-0.15415067982725836
maktpåliggande,-0.15415067982725836
makts,-0.15415067982725836
maktstjäla,-0.15415067982725836
mal,-0.15415067982725836
mala,-0.15415067982725836
malas,-0.15415067982725836
malda,-0.15415067982725836
malde,-0.15415067982725836
malen,-0.15415067982725836
malin,-0.15415067982725836
maljonger,-0.15415067982725836
malm,-0.15415067982725836
malmberget,-0.15415067982725836
malmborg,-0.15415067982725836
malmbrytningen,-0.15415067982725836
malmen,-0.15415067982725836
malmforan,-0.15415067982725836
malmforor,-0.15415067982725836
malmfält,-0.15415067982725836
malmgapen,-0.15415067982725836
malmkörarna,-0.15415067982725836
malmstyckena,-0.15415067982725836
malmtåget,-0.15415067982725836
malmåder,-0.15415067982725836
malmådern,-0.15415067982725836
malmådror,-0.15415067982725836
malmö,-0.15415067982725836
malt,-0.15415067982725836
malung,-0.15415067982725836
maläten,-0.15415067982725836
mam,-0.15415067982725836
mamma,-0.15415067982725836
mammas,-0.15415067982725836
mamseli,-0.15415067982725836
mamsell,-0.15415067982725836
mamsellen,-0.15415067982725836
mamseller,-0.15415067982725836
mamsellerna,-0.15415067982725836
mamsellernas,-0.15415067982725836
man,-0.15415067982725836
mana,-0.15415067982725836
manad,-0.15415067982725836
manar,-0.15415067982725836
manbyggnad,-0.15415067982725836
manbyggnaden,-0.15415067982725836
manbyggningen,-0.15415067982725836
mandarin,-0.15415067982725836
mandater,-0.15415067982725836
mandel,-0.15415067982725836
mandelbakelse,-0.15415067982725836
mandelblommor,-0.15415067982725836
mandlar,-0.15415067982725836
mandlarna,-0.15415067982725836
mandom,-0.15415067982725836
manen,-0.15415067982725836
maner,-0.15415067982725836
maneter,-0.15415067982725836
mangelbod,-0.15415067982725836
mangrant,-0.15415067982725836
manhaftig,-0.15415067982725836
manhäftig,-0.15415067982725836
maning,-0.15415067982725836
maningar,-0.15415067982725836
manken,-0.15415067982725836
manlig,-0.15415067982725836
manliga,-0.15415067982725836
manligen,-0.15415067982725836
manlighet,-0.15415067982725836
manligt,-0.15415067982725836
mannakraft,-0.15415067982725836
mannakraften,-0.15415067982725836
mannamod,-0.15415067982725836
mannavishet,-0.15415067982725836
mannen,-0.15415067982725836
mannens,-0.15415067982725836
manniska,-0.15415067982725836
mans,-0.15415067982725836
mansbot,-0.15415067982725836
manschett,-0.15415067982725836
manschetter,-0.15415067982725836
manshuvud,-0.15415067982725836
manshög,-0.15415067982725836
manshöga,-0.15415067982725836
manskape,-0.15415067982725836
manskapet,-0.15415067982725836
manssidan,-0.15415067982725836
manstark,-0.15415067982725836
manstarka,-0.15415067982725836
mansålder,-0.15415067982725836
mantel,-0.15415067982725836
mantelns,-0.15415067982725836
mantilj,-0.15415067982725836
mantiljer,-0.15415067982725836
mantlar,-0.15415067982725836
manuskript,-0.15415067982725836
manuskriptet,-0.15415067982725836
mara,-0.15415067982725836
marby,-0.15415067982725836
mardröm,-0.15415067982725836
margareta,-0.15415067982725836
maria,-0.15415067982725836
mariabild,-0.15415067982725836
marianne,-0.15415067982725836
mariannes,-0.15415067982725836
marie,-0.15415067982725836
maries,-0.15415067982725836
marig,-0.15415067982725836
marit,-0.15415067982725836
mark,-0.15415067982725836
markatta,-0.15415067982725836
marken,-0.15415067982725836
markens,-0.15415067982725836
marker,-0.15415067982725836
markerna,-0.15415067982725836
marknad,-0.15415067982725836
marknaden,-0.15415067982725836
marknader,-0.15415067982725836
marknadsaftonen,-0.15415067982725836
marknadsbal,-0.15415067982725836
marknadsbalen,-0.15415067982725836
marknadsbaler,-0.15415067982725836
marknadsbesökande,-0.15415067982725836
marknadsdag,-0.15415067982725836
marknadsdagar,-0.15415067982725836
marknadsdagen,-0.15415067982725836
marknadsfirandet,-0.15415067982725836
marknadsfolket,-0.15415067982725836
marknadsfältet,-0.15415067982725836
marknadsgåvor,-0.15415067982725836
marknadsgåvorna,-0.15415067982725836
marknadslivet,-0.15415067982725836
marknadspengar,-0.15415067982725836
marknadsplats,-0.15415067982725836
marknadsplatsen,-0.15415067982725836
marknadsresande,-0.15415067982725836
marknadsresor,-0.15415067982725836
marknadsrörelsen,-0.15415067982725836
marknadsstånd,-0.15415067982725836
marknadstider,-0.15415067982725836
marknadstrollkar,-0.15415067982725836
marknan,-0.15415067982725836
markvärdigt,-0.15415067982725836
marmor,-0.15415067982725836
marmorbilderna,-0.15415067982725836
marmorbordens,-0.15415067982725836
marmorflisor,-0.15415067982725836
marmorgolvet,-0.15415067982725836
marmorkejsare,-0.15415067982725836
marmorkista,-0.15415067982725836
marmorskiva,-0.15415067982725836
marmorskivor,-0.15415067982725836
marmorstoder,-0.15415067982725836
marmortrappan,-0.15415067982725836
marmortrapporna,-0.15415067982725836
mars,-0.15415067982725836
marsch,-0.15415067982725836
marschen,-0.15415067982725836
marscher,-0.15415067982725836
marschera,-0.15415067982725836
marscherade,-0.15415067982725836
marscherande,-0.15415067982725836
marscherar,-0.15415067982725836
marscherat,-0.15415067982725836
marsdagens,-0.15415067982725836
marsföret,-0.15415067982725836
marskalk,-0.15415067982725836
marskalkarna,-0.15415067982725836
marsnatten,-0.15415067982725836
marstrand,-0.15415067982725836
marstrandsön,-0.15415067982725836
marsvinsholm,-0.15415067982725836
marta,-0.15415067982725836
martens,-0.15415067982725836
marter,-0.15415067982725836
martere,-0.15415067982725836
martyr,-0.15415067982725836
martyrerna,-0.15415067982725836
martyrgloria,-0.15415067982725836
martyrium,-0.15415067982725836
martyrleende,-0.15415067982725836
martyrskap,-0.15415067982725836
masarna,-0.15415067982725836
mask,-0.15415067982725836
maskar,-0.15415067982725836
maskarna,-0.15415067982725836
masken,-0.15415067982725836
masker,-0.15415067982725836
maskerader,-0.15415067982725836
maskgnagna,-0.15415067982725836
maskin,-0.15415067982725836
maskinen,-0.15415067982725836
maskinens,-0.15415067982725836
maskiner,-0.15415067982725836
maskineri,-0.15415067982725836
maskineriet,-0.15415067982725836
maskinerna,-0.15415067982725836
maskinhus,-0.15415067982725836
maskinister,-0.15415067982725836
maskinrummen,-0.15415067982725836
maskorna,-0.15415067982725836
maskros,-0.15415067982725836
maskrosor,-0.15415067982725836
maskrosorna,-0.15415067982725836
maskstungna,-0.15415067982725836
massa,-0.15415067982725836
massan,-0.15415067982725836
massaua,-0.15415067982725836
massor,-0.15415067982725836
massorna,-0.15415067982725836
massäcksskrine,-0.15415067982725836
maste,-0.15415067982725836
master,-0.15415067982725836
masterna,-0.15415067982725836
mastkranarna,-0.15415067982725836
