,Inverse Document Frequency
brudsäta,-0.15415067982725836
brudsätan,-0.15415067982725836
brudtärna,-0.15415067982725836
brudtärnorna,-0.15415067982725836
brudtåg,-0.15415067982725836
bruk,-0.15415067982725836
bruka,-0.15415067982725836
brukade,-0.15415067982725836
brukades,-0.15415067982725836
brukan,-0.15415067982725836
brukar,-0.15415067982725836
brukas,-0.15415067982725836
brukat,-0.15415067982725836
bruken,-0.15415067982725836
bruket,-0.15415067982725836
brukets,-0.15415067982725836
bruklig,-0.15415067982725836
brukligt,-0.15415067982725836
bruksbackarna,-0.15415067982725836
bruksbacken,-0.15415067982725836
bruksbokhållar,-0.15415067982725836
bruksbokhållarn,-0.15415067982725836
bruksbokhållarna,-0.15415067982725836
bruksdrift,-0.15415067982725836
bruksdriften,-0.15415067982725836
bruksförvaltaren,-0.15415067982725836
bruksförvaltarn,-0.15415067982725836
brukskarl,-0.15415067982725836
bruksklockan,-0.15415067982725836
brukskontoret,-0.15415067982725836
brukspakronsdöttrarna,-0.15415067982725836
brukspatron,-0.15415067982725836
brukspatronen,-0.15415067982725836
brukspatronens,-0.15415067982725836
brukspatroner,-0.15415067982725836
brukspatronerna,-0.15415067982725836
brukspatrons,-0.15415067982725836
brukspatronsdöttrarna,-0.15415067982725836
bruksskorstenarna,-0.15415067982725836
bruksvägarna,-0.15415067982725836
bruksägare,-0.15415067982725836
brumma,-0.15415067982725836
brummade,-0.15415067982725836
brummande,-0.15415067982725836
brumme,-0.15415067982725836
brun,-0.15415067982725836
bruna,-0.15415067982725836
brunaktiga,-0.15415067982725836
brunbränd,-0.15415067982725836
brunbrända,-0.15415067982725836
brungrå,-0.15415067982725836
brungråa,-0.15415067982725836
brungrått,-0.15415067982725836
brunhyad,-0.15415067982725836
bruningen,-0.15415067982725836
brunn,-0.15415067982725836
brunnar,-0.15415067982725836
brunnarna,-0.15415067982725836
brunnen,-0.15415067982725836
brunnens,-0.15415067982725836
brunnit,-0.15415067982725836
brunno,-0.15415067982725836
brunnsbotten,-0.15415067982725836
brunnsgäster,-0.15415067982725836
brunnshus,-0.15415067982725836
brunnskanten,-0.15415067982725836
brunnskaret,-0.15415067982725836
brunnsparken,-0.15415067982725836
brunnstaket,-0.15415067982725836
brunnsviken,-0.15415067982725836
brunnsämbaret,-0.15415067982725836
brunrandiga,-0.15415067982725836
brunröda,-0.15415067982725836
brunrött,-0.15415067982725836
brunsvarta,-0.15415067982725836
brunt,-0.15415067982725836
bruntarna,-0.15415067982725836
brunte,-0.15415067982725836
bruntorkad,-0.15415067982725836
brus,-0.15415067982725836
brusa,-0.15415067982725836
brusade,-0.15415067982725836
brusande,-0.15415067982725836
brusar,-0.15415067982725836
brusat,-0.15415067982725836
bruset,-0.15415067982725836
brussa,-0.15415067982725836
brustet,-0.15415067982725836
brustit,-0.15415067982725836
brustna,-0.15415067982725836
brusto,-0.15415067982725836
brutade,-0.15415067982725836
bruten,-0.15415067982725836
brutet,-0.15415067982725836
brutit,-0.15415067982725836
brutits,-0.15415067982725836
brutna,-0.15415067982725836
bry,-0.15415067982725836
brydd,-0.15415067982725836
brydde,-0.15415067982725836
brygd,-0.15415067982725836
brygg,-0.15415067982725836
brygga,-0.15415067982725836
bryggan,-0.15415067982725836
bryggde,-0.15415067982725836
brygghuset,-0.15415067982725836
brygghusets,-0.15415067982725836
brygghuskammarn,-0.15415067982725836
bryggkar,-0.15415067982725836
bryggkaren,-0.15415067982725836
bryggkaret,-0.15415067982725836
bryggor,-0.15415067982725836
bryggorna,-0.15415067982725836
brylå,-0.15415067982725836
brylåkitteln,-0.15415067982725836
brylåns,-0.15415067982725836
bryna,-0.15415067982725836
brynja,-0.15415067982725836
brynt,-0.15415067982725836
bryr,-0.15415067982725836
bryssel,-0.15415067982725836
bryt,-0.15415067982725836
bryta,-0.15415067982725836
brytas,-0.15415067982725836
bryter,-0.15415067982725836
brytes,-0.15415067982725836
brytning,-0.15415067982725836
brytningen,-0.15415067982725836
brytt,-0.15415067982725836
bräcka,-0.15415067982725836
bräcklig,-0.15415067982725836
bräckliga,-0.15415067982725836
bräcklighet,-0.15415067982725836
bräckt,-0.15415067982725836
bräckta,-0.15415067982725836
bräckts,-0.15415067982725836
brädbitar,-0.15415067982725836
brädbänken,-0.15415067982725836
bräddar,-0.15415067982725836
bräddarna,-0.15415067982725836
brädden,-0.15415067982725836
bräder,-0.15415067982725836
bräderna,-0.15415067982725836
brädfodrade,-0.15415067982725836
brädfodring,-0.15415067982725836
brädgård,-0.15415067982725836
brädgården,-0.15415067982725836
brädhög,-0.15415067982725836
brädstaplar,-0.15415067982725836
brädstaplarna,-0.15415067982725836
brädstump,-0.15415067982725836
brädstumpar,-0.15415067982725836
brädtak,-0.15415067982725836
brädväggen,-0.15415067982725836
bräka,-0.15415067982725836
bräkande,-0.15415067982725836
bräkandet,-0.15415067982725836
bränd,-0.15415067982725836
brända,-0.15415067982725836
brände,-0.15415067982725836
bränna,-0.15415067982725836
brännande,-0.15415067982725836
brännas,-0.15415067982725836
brännbart,-0.15415067982725836
brännblåsorna,-0.15415067982725836
bränner,-0.15415067982725836
brännerier,-0.15415067982725836
bränningar,-0.15415067982725836
bränningen,-0.15415067982725836
brännmärkt,-0.15415067982725836
brännvin,-0.15415067982725836
brännvinet,-0.15415067982725836
brännvinets,-0.15415067982725836
brännvinsankare,-0.15415067982725836
brännvinsankaren,-0.15415067982725836
brännvinsberg,-0.15415067982725836
brännvinsflaska,-0.15415067982725836
brännvinsflaskan,-0.15415067982725836
brännvinsglas,-0.15415067982725836
brännvinshistorier,-0.15415067982725836
brännvinskaggarna,-0.15415067982725836
brännvinskrogar,-0.15415067982725836
brännvinskrus,-0.15415067982725836
brännvinspannan,-0.15415067982725836
brännvinsransonerna,-0.15415067982725836
brännvinsröst,-0.15415067982725836
bränsle,-0.15415067982725836
bränslesamlingen,-0.15415067982725836
bränt,-0.15415067982725836
brätten,-0.15415067982725836
brättet,-0.15415067982725836
bråda,-0.15415067982725836
bråddes,-0.15415067982725836
bråddjup,-0.15415067982725836
brådska,-0.15415067982725836
brådskan,-0.15415067982725836
brådskande,-0.15415067982725836
brådskas,-0.15415067982725836
brådstörtat,-0.15415067982725836
bråk,-0.15415067982725836
bråka,-0.15415067982725836
bråkade,-0.15415067982725836
bråkat,-0.15415067982725836
bråket,-0.15415067982725836
bråkig,-0.15415067982725836
bråkigt,-0.15415067982725836
bråkmakarna,-0.15415067982725836
brås,-0.15415067982725836
bråtar,-0.15415067982725836
bråtarna,-0.15415067982725836
bråten,-0.15415067982725836
brått,-0.15415067982725836
bråttom,-0.15415067982725836
bråviken,-0.15415067982725836
brö,-0.15415067982725836
bröbakning,-0.15415067982725836
bröd,-0.15415067982725836
bröder,-0.15415067982725836
bröderna,-0.15415067982725836
bröders,-0.15415067982725836
brödet,-0.15415067982725836
brödfödan,-0.15415067982725836
brödgräddningen,-0.15415067982725836
brödkaka,-0.15415067982725836
brödkakan,-0.15415067982725836
brödkakor,-0.15415067982725836
brödkant,-0.15415067982725836
brödkanterna,-0.15415067982725836
brödlasset,-0.15415067982725836
brödsmulor,-0.15415067982725836
bröllop,-0.15415067982725836
bröllopet,-0.15415067982725836
bröllopsdag,-0.15415067982725836
bröllopsdagen,-0.15415067982725836
bröllopsgården,-0.15415067982725836
bröllopsgåvorna,-0.15415067982725836
bröllopsljusen,-0.15415067982725836
bröllopsmat,-0.15415067982725836
bröllopsmiddagen,-0.15415067982725836
bröllopsmåltiden,-0.15415067982725836
bröllopsresa,-0.15415067982725836
bröllopsståt,-0.15415067982725836
bröllopståg,-0.15415067982725836
bröskplåt,-0.15415067982725836
bröst,-0.15415067982725836
bröstbuketter,-0.15415067982725836
bröstet,-0.15415067982725836
bröstfickan,-0.15415067982725836
bröstfjädrarna,-0.15415067982725836
bröstharnesk,-0.15415067982725836
bröstkorg,-0.15415067982725836
bröstkorgen,-0.15415067982725836
bröstnålar,-0.15415067982725836
bröstpastiljerna,-0.15415067982725836
bröstplåt,-0.15415067982725836
bröstsjuk,-0.15415067982725836
bröstsmäck,-0.15415067982725836
bröstvärk,-0.15415067982725836
bröt,-0.15415067982725836
bröto,-0.15415067982725836
brötos,-0.15415067982725836
bröts,-0.15415067982725836
bubblade,-0.15415067982725836
buchara,-0.15415067982725836
buckla,-0.15415067982725836
buckliga,-0.15415067982725836
bud,-0.15415067982725836
budbärare,-0.15415067982725836
budbäraren,-0.15415067982725836
buden,-0.15415067982725836
budet,-0.15415067982725836
buds,-0.15415067982725836
budskap,-0.15415067982725836
budskapet,-0.15415067982725836
buga,-0.15415067982725836
bugade,-0.15415067982725836
bugande,-0.15415067982725836
bugar,-0.15415067982725836
bugat,-0.15415067982725836
bugning,-0.15415067982725836
buken,-0.15415067982725836
bukett,-0.15415067982725836
buketten,-0.15415067982725836
buketter,-0.15415067982725836
bukettrosor,-0.15415067982725836
bukt,-0.15415067982725836
buktala,-0.15415067982725836
buktande,-0.15415067982725836
buktar,-0.15415067982725836
bukter,-0.15415067982725836
bullades,-0.15415067982725836
bullar,-0.15415067982725836
bulle,-0.15415067982725836
bullen,-0.15415067982725836
buller,-0.15415067982725836
bullersam,-0.15415067982725836
bullerverket,-0.15415067982725836
bullrande,-0.15415067982725836
bullrar,-0.15415067982725836
bullrat,-0.15415067982725836
bullret,-0.15415067982725836
bulta,-0.15415067982725836
bultade,-0.15415067982725836
bultar,-0.15415067982725836
bultat,-0.15415067982725836
bultning,-0.15415067982725836
bunden,-0.15415067982725836
bundet,-0.15415067982725836
bundit,-0.15415067982725836
bundna,-0.15415067982725836
bundo,-0.15415067982725836
bunkarna,-0.15415067982725836
bunke,-0.15415067982725836
bunt,-0.15415067982725836
buntar,-0.15415067982725836
bunten,-0.15415067982725836
bur,-0.15415067982725836
burar,-0.15415067982725836
bure,-0.15415067982725836
buren,-0.15415067982725836
burens,-0.15415067982725836
burfågel,-0.15415067982725836
burgen,-0.15415067982725836
burgund,-0.15415067982725836
burit,-0.15415067982725836
burits,-0.15415067982725836
burkar,-0.15415067982725836
burkarna,-0.15415067982725836
buro,-0.15415067982725836
buros,-0.15415067982725836
burr,-0.15415067982725836
burrigt,-0.15415067982725836
buse,-0.15415067982725836
buskage,-0.15415067982725836
buskager,-0.15415067982725836
buskagerna,-0.15415067982725836
buskar,-0.15415067982725836
buskarna,-0.15415067982725836
buskars,-0.15415067982725836
buske,-0.15415067982725836
busken,-0.15415067982725836
buskia,-0.15415067982725836
buskig,-0.15415067982725836
buskiga,-0.15415067982725836
busksnår,-0.15415067982725836
busksnåren,-0.15415067982725836
busksnåret,-0.15415067982725836
butelj,-0.15415067982725836
buteljen,-0.15415067982725836
buteljer,-0.15415067982725836
buteljerna,-0.15415067982725836
buteljhalsen,-0.15415067982725836
butik,-0.15415067982725836
butikbiträdena,-0.15415067982725836
butikbiträdet,-0.15415067982725836
butiken,-0.15415067982725836
butiker,-0.15415067982725836
butikerna,-0.15415067982725836
butikfönsterna,-0.15415067982725836
butter,-0.15415067982725836
buttert,-0.15415067982725836
by,-0.15415067982725836
byalaget,-0.15415067982725836
byar,-0.15415067982725836
byarna,-0.15415067982725836
byaväg,-0.15415067982725836
bybarnen,-0.15415067982725836
bygatan,-0.15415067982725836
bygatorna,-0.15415067982725836
bygd,-0.15415067982725836
bygda,-0.15415067982725836
bygdemålare,-0.15415067982725836
bygden,-0.15415067982725836
bygdens,-0.15415067982725836
bygga,-0.15415067982725836
byggande,-0.15415067982725836
byggandet,-0.15415067982725836
byggaren,-0.15415067982725836
byggas,-0.15415067982725836
byggd,-0.15415067982725836
byggda,-0.15415067982725836
byggde,-0.15415067982725836
byggdes,-0.15415067982725836
bygge,-0.15415067982725836
byggen,-0.15415067982725836
bygger,-0.15415067982725836
bygget,-0.15415067982725836
byggherre,-0.15415067982725836
byggkarlarna,-0.15415067982725836
byggmästare,-0.15415067982725836
byggmästaren,-0.15415067982725836
byggnad,-0.15415067982725836
byggnaden,-0.15415067982725836
byggnader,-0.15415067982725836
byggnaderna,-0.15415067982725836
byggnadernas,-0.15415067982725836
byggnadsarbetare,-0.15415067982725836
byggnadsarbete,-0.15415067982725836
byggnadsföretaget,-0.15415067982725836
byggnadsgrund,-0.15415067982725836
byggnadsgrupp,-0.15415067982725836
byggnadskunniga,-0.15415067982725836
byggnadsplaner,-0.15415067982725836
byggnadsrester,-0.15415067982725836
byggnadssätt,-0.15415067982725836
byggnadsverk,-0.15415067982725836
byggnadsverket,-0.15415067982725836
byggningen,-0.15415067982725836
byggningens,-0.15415067982725836
byggs,-0.15415067982725836
byggt,-0.15415067982725836
byggts,-0.15415067982725836
byk,-0.15415067982725836
bykkar,-0.15415067982725836
bykkarena,-0.15415067982725836
bylte,-0.15415067982725836
bylten,-0.15415067982725836
byltet,-0.15415067982725836
byn,-0.15415067982725836
byrå,-0.15415067982725836
byråar,-0.15415067982725836
byrån,-0.15415067982725836
bysten,-0.15415067982725836
byt,-0.15415067982725836
byta,-0.15415067982725836
byte,-0.15415067982725836
byten,-0.15415067982725836
byter,-0.15415067982725836
bytet,-0.15415067982725836
bytingen,-0.15415067982725836
bytt,-0.15415067982725836
bytte,-0.15415067982725836
byttes,-0.15415067982725836
byttor,-0.15415067982725836
byxen,-0.15415067982725836
byxfickan,-0.15415067982725836
byxfickor,-0.15415067982725836
byxknappen,-0.15415067982725836
byxor,-0.15415067982725836
byxorna,-0.15415067982725836
byängarna,-0.15415067982725836
bäck,-0.15415067982725836
bäckar,-0.15415067982725836
bäckarna,-0.15415067982725836
bäckarnas,-0.15415067982725836
bäckaskogs,-0.15415067982725836
bäcken,-0.15415067982725836
bäckkanten,-0.15415067982725836
bädd,-0.15415067982725836
bädda,-0.15415067982725836
bäddad,-0.15415067982725836
bäddade,-0.15415067982725836
bäddar,-0.15415067982725836
bäddas,-0.15415067982725836
bäddat,-0.15415067982725836
bädden,-0.15415067982725836
bägare,-0.15415067982725836
bägaren,-0.15415067982725836
bägarklangen,-0.15415067982725836
bägarlaven,-0.15415067982725836
bägarna,-0.15415067982725836
bägarns,-0.15415067982725836
bägen,-0.15415067982725836
bägge,-0.15415067982725836
bäl,-0.15415067982725836
bälgen,-0.15415067982725836
bälgens,-0.15415067982725836
bälgvantar,-0.15415067982725836
bälte,-0.15415067982725836
bältet,-0.15415067982725836
bän,-0.15415067982725836
bända,-0.15415067982725836
bändande,-0.15415067982725836
bände,-0.15415067982725836
bänk,-0.15415067982725836
bänkar,-0.15415067982725836
bänkarna,-0.15415067982725836
bänkdörrarna,-0.15415067982725836
bänken,-0.15415067982725836
bänkhyllan,-0.15415067982725836
bänknycklar,-0.15415067982725836
bänkplatser,-0.15415067982725836
bänt,-0.15415067982725836
bär,-0.15415067982725836
bära,-0.15415067982725836
bärande,-0.15415067982725836
bärare,-0.15415067982725836
bärarna,-0.15415067982725836
bäras,-0.15415067982725836
bärbuskar,-0.15415067982725836
bärbuskarna,-0.15415067982725836
bärdukarna,-0.15415067982725836
bären,-0.15415067982725836
bäres,-0.15415067982725836
bäret,-0.15415067982725836
bärga,-0.15415067982725836
bärgad,-0.15415067982725836
bärgade,-0.15415067982725836
bärgades,-0.15415067982725836
bärgat,-0.15415067982725836
bärge,-0.15415067982725836
bärgena,-0.15415067982725836
bärgning,-0.15415067982725836
bärgningsväder,-0.15415067982725836
bärklädena,-0.15415067982725836
bärnhard,-0.15415067982725836
bärnsten,-0.15415067982725836
bäst,-0.15415067982725836
bästa,-0.15415067982725836
bäste,-0.15415067982725836
bätte,-0.15415067982725836
bätter,-0.15415067982725836
bättra,-0.15415067982725836
bättre,-0.15415067982725836
bättring,-0.15415067982725836
bättringsvägen,-0.15415067982725836
bäva,-0.15415067982725836
bävade,-0.15415067982725836
bävan,-0.15415067982725836
bävande,-0.15415067982725836
bävar,-0.15415067982725836
bävat,-0.15415067982725836
bäver,-0.15415067982725836
bäverpälsen,-0.15415067982725836
bävik,-0.15415067982725836
bäviksbacken,-0.15415067982725836
bå,-0.15415067982725836
båda,-0.15415067982725836
bådade,-0.15415067982725836
bådar,-0.15415067982725836
bådas,-0.15415067982725836
bådat,-0.15415067982725836
bådats,-0.15415067982725836
både,-0.15415067982725836
bådo,-0.15415067982725836
bågar,-0.15415067982725836
bågarna,-0.15415067982725836
båge,-0.15415067982725836
bågen,-0.15415067982725836
bågna,-0.15415067982725836
bågon,-0.15415067982725836
bågskyttar,-0.15415067982725836
bål,-0.15415067982725836
bålen,-0.15415067982725836
bålet,-0.15415067982725836
bålkanten,-0.15415067982725836
bålverk,-0.15415067982725836
bår,-0.15415067982725836
bård,-0.15415067982725836
bården,-0.15415067982725836
bårder,-0.15415067982725836
